name,address,cuisine,menu_items,price_range,rating,opening_hours,reviews,food_img
Neil's Tavern Restaurant (นีลส์เทเวิร์นเรสเตอรองท์),"58/4, Soi Ruamrudee, Bangkok (If coming from Witthayu Road, turn into Soi Ruamrudee and drive a little bit. The shop is on the left. If coming from Phloen Chit Road, after turning into the alley, go straight until you reach the Redemptorist Church, then turn right and drive a little bit. The shop is on the right.)
900 m. from BTS Phloen Chit
1 km from MRT Lumpini",Steak American food,"Escargot, Lobster bisque,French onion soup, Grilled pork with cheese cream sauce, Snow fish with truffle sauce, French foie gras steak, US scallop rockefella,Tenderloin steak, Truffle scallop",1000-2000,4.2,11.30-21.30,"Reviewer 1: 
Price per person: 501 - 1,000 baht, Neil's Tavern is a classic Western restaurant located in Soi Ruamrudee with valet parking, It's a favorite of my parents, and I love the nostalgic American country atmosphere, The highlight for me is the pan-seared French foie gras, which is incredibly soft and melts in your mouth, The place truly transports you back in time.

Reviewer 2: 
Price per person: more than 1,000 baht, Neil's Tavern on Witthayu Road offers a foreign-like atmosphere with dark wooden decor, I tried the French onion soup (350 baht), which had a wonderful aroma, and the tenderloin steak (1650 baht), cooked to order and served with French fries and vegetables, The snow fish in white sauce was also a standout, Great spot for a fine dining experience.

Reviewer 3: 
Price per person: 251 - 500 baht, This old steakhouse in Soi Ruamrudee serves high-quality tenderloin steak, paired with a flavorful soup and fresh bread, The portion was large, and I couldn’t finish it, It's a charming place that makes you feel nostalgic, perfect for lunch or dinner, Ending the meal with hot, fragrant coffee left me full and happy.",https://www.salika.co/wp-content/uploads/2018/09/IMG_9323.jpg
Neta Grill 2,"58, Borommaratchachonnani, Sala Thammasop, Thawi Watthana, Bangkok (Shop name: Netagrill, shop next to Watsons, air-conditioned restaurant area)","Japanese, Buffet","Grilled, Lobster, Sashimi, Wagyu",299-2000,3.3,11.00-21.00,"Reviewer 1: 
Neta Grill buffet set 499++, I've seen this shop for a long time and then I happened to see a deal on Lazada, so I tried the lowest buffet price of 499++, This shop has many prices, starting from 399++ to almost 2 thousand (if I remember correctly), At the front of the shop, there will be a sign with pictures to show you the price and what you get, There are so many that it's confusing, Starting from the lowest price, there are grilled food, sushi, drinks, and snacks.

Reviewer 2: 
Neta Grill buffet has many branches and has many prices, This time we bought from Lazada coupons again 5555555 but chose the price of 1,599+ (net at 1,759 baht), When buying the e-Ticket coupon, the remaining net payment was 1,644 baht, There was a free lobster 🦞 for each person, This branch is similar to other Neta Grill branches we've been to, the most notable being the raw fish and sushi dishes that have to be beautifully arranged on the plate, They come slowly, Even though there aren't many customers in the restaurant.

Reviewer 3: 
I haven't had such delicious Japanese food in a long time, I miss it so much, The shrimps are very fresh, medium size and big ❤🌟, We chose the 899 plus plus 🤟🍀, Total is more than 1,000 baht 🍤🍥🍡, I feel that it is worth the price, There are many other menus that I didn't have time to take pictures of, The staff provided good service.",https://hello2day.com/wp-content/uploads/2020/10/neta-grill-buffet-yakiniku-premium-1.jpg
OCKEN ,"31 Sathorn Tai Road, Bangkok (Bhirat Tower at Sathorn, Building A, 1st Floor)
72 m. from BTS Surasak
900 m. from BTS Saphan Taksin ","International, a la carte, breakfast","piri piri chicken, ocmuffin, ocken salad,salmon belly hand roll, shrimp toast, tomato salad",1000-2000,4.1,11.00-22.30,"Reviewer 1: 
This is a brunch that fat kids will love, Price per person: more than 1,000 baht, Signature dishes: Cold Somen, Pork Shoulder, Prime Rib Sandwich, Last Saturday, I went to brunch at Ocken and loved it, Everything was delicious, even if the calories were high, The Cold Somen had an excellent sauce and was delicious, The Pork Shoulder was crispy with flavorful side dishes like Yorkshire pudding, I chose the Prime Rib Sandwich over the roast beef, and it did not disappoint.

Reviewer 2: 
Ocken is now open for lunch, Price per person: 251 - 500 baht, Signature dishes: Rice Bowl, From the Rotisserie, Chocolate Malt & Grapefruit Sundae, The lunch menu has fewer options than dinner, but everything is still tasty, My favorite is the Chicken Rice Bowl, which comes with a choice of chicken, pork, or vegetables, including cauliflower, The sauce, a chili paste similar to red chili paste, pairs perfectly with the chicken.

Reviewer 3: 
Good vibes to chill at Ocken, Price per person: more than 1,000 baht, Recommended dishes: Ocken Salad, Piri Piri Chicken, Salmon Belly Hand Roll, Red Wine, Truffle Cavatelli, Matter of Chocolates, After reopening post-Covid, I tried the refillable House Water Sparkling (60 baht/person) and the Salmon Belly Hand Roll (360 baht for 2 pieces), which was crispy and delicious, The Ocken Salad, with watercress and refreshing flavors, was a highlight.",https://images.squarespace-cdn.com/content/v1/5b02e9a3b27e39154cb5e186/1698827660598-T8FHT10MZOYRHREYKZUA/DSC03988.jpg?format=1000w
Octave Rooftop Lounge and Bar,"2, Sukhumvit Soi 57, Bangkok (Located at: 45th Floor, Bangkok Marriott Hotel Sukhumvit) ","Rooftop bar ,pub,bar","Torched salmon, Chicken tikka, Grilled salmon with soy sauce, Chilled seafood platter, Prawn slider, Foie gras rice balls",1000-2000,4,16.00-21.00,"Reviewer 1: 
Romantic dinner in a beautiful atmosphere, Price per person: more than 1,000 baht, Signature menu: River Prawn Grilled, Octave Rooftop Lounge and Bar at Bangkok Marriott Hotel Sukhumvit Ep 804 (10) Octave Rooftop Lounge and Bar is located on the 45th, 48th and 49th floors of Bangkok Marriott Hotel Sukhumvit (the hotel is located at the entrance to Sukhumvit Soi 57, next to Thonglor), 🍷 A romantic dinner in the heart of Thonglor, This meal, sit and enjoy a beautiful panoramic view, unobstructed, with a beautiful atmosphere, Sit and chill to your heart's content, On the 45th floor, the hotel offers.

Reviewer 2: 
The rooftop has a nice atmosphere, You should make a reservation, Price per person: more than 1,000 baht, Signature dishes: Torched salmon, Prawn slider, The rooftop of the Marriott Hotel has a good atmosphere, The staff is ok, The food and drink prices are quite high, Focus on the atmosphere, Torched Salmon is much better than expected, Fresh salmon is slightly seared in ponzu sauce with a well-rounded taste, Other menus are equally delicious, If you book a table on the rooftop, it is recommended to check the weather forecast carefully before booking, Because if it rains, the staff will not be able to arrange for you to sit on the lower floor with a roof because the table will be reserved.

Reviewer 3: 
Enjoy the view with fusion food and a drink, Signature menu: MOCKTAIL, Came to eat on the 45th floor because the staff recommended it, focusing on eating on this floor, but booked a bit too early, read the review that said 4.30 am, arrived very hot, came to sunbathe or not? Ordered delicious drinks, both Green Valley and Red, can't remember, Food was so-so, pomelo salad was too spicy (probably suitable for people who eat spicy), Salmon was fresh but the ponzu was normally served, many restaurants make it, cooked better than here, Duck in the bun was okay, but I like the Peking duck dough more, The service on the 45th floor couldn't compete with the younger sibling at the District restaurant.",https://www.marriott.com/content/dam/marriott-renditions/BKKBP/bkkbp-octave-8278-sq.jpg
Oh my god (Ohhคุณพระท่าเรือปากคลองตลาด ),"Atsadang Road, Bangkok (No. 240 Atsadang Road, Pak Khlong Talat Pier (the shop is in the pier, a wooden house), next to the Government Savings Bank, Pak Khlong Talat Branch) ","Thai, Coffee Shop, Tea, House, Riverside ","Tom Yum Goong, Grilled River Prawns, Steamed Fish with Lime and Garlic, Deep-Fried Sea Bass, Crispy Fried Soft-Shell Crab, Stir-Fried Morning Glory, Spicy Papaya Salad, Thai Fried Rice with Crab, Pad Thai, Mango Sticky Rice, KraTong Tong, Shrimp Paste Fried Rice, Kao Chae Set",251-500,4.3,11.00-20.00,"Reviewer 1: 
Price per Person: 251 - 500 baht, Experience 9 Thai dishes from the 'Mor Luang Special' set, inspired by Channel 3's drama, Every dish is beautifully crafted, with unique presentations, fresh vegetables, and intricate flavors, Favorites include Krathong Thong, Yam Som Chun, Panang Pork Shoulder, Roasted Duck Soup, and Somchun Dessert, The panang with crispy rice crackers and Somchun dessert were highlights, Best enjoyed while looking at a scenic view.

Reviewer 2: 
Price per Person: 101 - 250 baht, Old-fashioned Thai restaurant near Tha Tien, with great presentation and reasonably priced dishes, Favorites include Rice Noodles With Coconut Milk, Khanom Luklan Num Kati, Fried Rice With Tamarind Paste, Shrimp Fried Rice, Yum Som Chun, and Kaffir Lime In Syrup, Recommended dishes include Mee Kati, Pork Neck Curry, and desserts like Candied Lime with Coconut Milk.

Reviewer 3: 
Price per Person: Under 100 baht, Perfect Thai desserts to cool off, like Mayong Chit Som Chun with jasmine syrup and crunchy fried shallots, Favorites include Toddy Palm In Syrup and Marian Plum With Som Chun, It's refreshing and has a unique mix of textures and flavors, making it a must-try in Tha Tien.",https://image.bangkokbiznews.com/uploads/images/contents/w1024/2024/04/xs72s0ujBmClhgTDvwda.webp?x-image-process=style/lg-webp
OISHI Grand,"991 Rama 1 Road, Bangkok (Oishi Grand, 4th floor, Food Passage Zone, Siam Paragon) Read more at ","Buffet, Sushi, International Food","Sashimi, Sushi, Hagendaz ice cream, Snow Fish, Soft Shell",1000-2000,3.7,10.00-21.00,"Reviewer 1: 
Japanese Buffet Restaurant is a restaurant in the Oishi group, which is a brand that was split off to make it higher, It used to be located at Siam Discovery before moving to Siam Paragon and then changing its look and menu, including a new location, but it is still on the 4th floor of Siam Paragon, There is also a second branch at Mega Bangna.

Reviewer 2: 
Oishi Grand restaurant, Siam Paragon branch, is on the 4th floor, The shop is big and beautiful, I came during the day on a weekday, There weren't many people, The shop was quite open, 📲 You can scan and order food via your phone, Some menus can be picked up at the bar, You have 2 full hours to eat (If more than 15 minutes, there is a charge of 90฿ per person), 🥢🍣 The price per person is 1,059++ net, which is 1,246฿ (but when I came to eat, it was during the 25th anniversary promotion, 25% discount, so the actual cost was 935฿ per person.

Reviewer 3: 
Come back to try the first branch of Oishi Grand again, The quality is as good as before, There are more discounts, The taste and service are the same as before, Price per Person: Above 1,000 baht, Favourites: Grilled Halibut with Salt, Salmon Sashimi, Hagendaz Ice Cream, Melon, Shrimp Tempura, Halibut with Lemon Sauce, Japanese Conch Sashimi, Ika Sashimi, Eel Sushi with Lobster Sauce.

Reviewer 4: 
Back to Oishi Grand Paragon branch again after a year, Same menu prices, some prices have been increased to be cheaper, Gold buffet is almost 900 baht more, Come back to try the premium buffet, normal price 1,246 baht, book through the app is 1,119 baht, Same QR code ordering menu, same amount of menu, same price, This time, I intended to try the halibut, Sashimi, fresh and delicious as usual, Salmon is very fresh, firm and delicious, not fishy, Squid is fresh, thinly sliced, soft, not fishy, Conch is crunchy as usual, Sushi, good size, fresh ingredients, rice tastes good, Eel topping is bouncy and delicious, not hard, Salmon roe topping is fresh, Hamachi topping is fresh and not fishy, Temaki is delicious, standard, Appetizers, grilled food, grilled fish roe is so-so, Fried shrimp tempura is good as usual, Standard raw fish salad, Tonkatsu is soft and not too thick, delicious, Scallops in sour sauce is refreshing, Teppanyaki with Katarosu beef is a bit dry and salty like the last time I came to eat, Halibut menu The meat is soft, some pieces are a little crumbly, good aroma, steamed with lime is best, next is grilled with salt and grilled with soy sauce, recommended as usual, dessert, sweet and fresh melon is delicious, longan white wine is good, water drop mochi is delicious, cream cheese mochi is good, Hokkaido soft serve is delicious, Häagen-Dazs ice cream has only two flavors, delicious as usual, Overall, the quality of the food is the same as before, the menu is the same, not many people, food comes out moderately fast, all ingredients are good, service is okay, there are discounts and coupons all the time, come and try if you're interested.",https://www.ryoiireview.com/upload/editor_review/202212/1671523667_87cc6d413f2ab39a2c4ab91267035b34.JPG
OLDER BANGKOK,"212/5 Phahon Yothin Road, Bangkok (BTS Sanam Pao Station, Exit 2)
46 m. ​​from BTS Sanam Pao
900 m. from BTS Ari","Pub, Bar, Liquor Store, Fusion Food, live music","sun-dried kurobuta pork, caesar sald with crispy pork, grilled wagyu beed with jeaw sauce, scallop salad with truffle dressing, fole gras waterfall",501-1000,3.8,18.00-23.00,"Reviewer 1: 
Fun music and delicious food, Price per person: 501 - 1,000 baht, Signature menu: Wagyu beef with basil, It's a fantastic spot to chill, enjoy music, and have a great time with friends, Located right next to the BTS Sanam Pao exit, it's very convenient to find, The menu offers a wide variety of food and drinks, The Wagyu beef with basil is a standout dish—so good that you'll want to order it again, The drinks are reasonably priced and not too expensive, Highly recommended for a fun and relaxing outing.

Reviewer 2: 
A chill-out restaurant with a good atmosphere and delicious food near BTS Sanam Pao, Price per person: 501 - 1,000 baht, Signature menu: Wagyu beef with basil, Perfect for hanging out with friends, listening to music, and having a great time, It's conveniently located just steps from the BTS station, The food and drinks selection is extensive, and the Wagyu beef with basil is a must-try, Drinks are priced fairly, making it an ideal spot for a casual get-together.

Reviewer 3: 
Fun music and delicious food, Price per person: 501 - 1,000 baht, Signature menu: Wagyu beef with basil, A great place to chill and have fun with friends while enjoying live music, Right next to BTS Sanam Pao, it's super easy to find, There are lots of food and drink options, and the Wagyu beef with basil is so tasty that you’ll want seconds, Drinks are mid-range in price, making it a budget-friendly yet enjoyable outing.",https://siam2nite.media/tJIfjESlMBsPLHUdssVpjmBbXW4=/1280x720/smart/locations/1674/cover_large_p1e4se7b5em1f1m6p1tlbq2d9d97.jpg
Orchid Café (ออร์คิด คาเฟ่),"Sheraton Grand Sukumvit, 250 Sukhumvit Soi 12Sukhumvit Road Bangkok (โรงแรมเชอราตัน แกรนด์ สุขุมวิท) ","Hotel Buffet, Internationa Food, Buffet ","Oyster, Seafod, Sashimi, Lamb Rack, ",501-1000,4.1,05.30-22.30,"Reviewer 1: 
Price per person: more than 1,000 baht, This buffet review is perfect for seafood lovers and those seeking a comfortable dinner in the city. Orchid Café at Sheraton Grande Sukhumvit, a 5-star hotel in the Marriott Luxury Collection, offers a Weekend Grande Seafood Buffet with standout dishes like grilled river prawns with juicy fat, steamed star crabs, baked mussels with spicy sauce, and giant grouper baked with herbs. The innovative Thai dishes, such as spicy young coconut seafood curry, are highly recommended. Other highlights include fresh sashimi, pasta, and must-try mashed potatoes. Desserts like sticky rice with mango, Thai sweets, and cakes are delightful. Conveniently located next to BTS Sukhumvit, it's worth trying for its excellent ingredients and relaxed atmosphere.

Reviewer 2: 
Price per person: more than 1,000 baht, This buffet is ideal for seafood lovers and families looking for a casual dinner. Orchid Café at Sheraton Grande Sukhumvit offers a premium dining experience with a variety of seafood and other high-quality dishes. The setting is relaxed and family-friendly, making it a great choice in the city.

Reviewer 3: 
Price per person: 3,599++ baht for a group of 4, Orchid Café's Chef Table experience at Sheraton Grande Sukhumvit allows shared plates and personalized courses. The meal begins with hot bread and a choice of appetizers, such as oysters, tuna tataki, and grilled beef salad. Soups like Tom Kha Gai and truffle oil pasta are hearty and satisfying. Main dishes include grilled lamb chops (excellent), BBQ pork ribs (tender and flavorful), and grilled salmon (light but less impressive). Desserts like Greek yogurt panna cotta, dark chocolate ice cream, and kaffir lime leaf bombe are delightful. Overall, a quality dining experience in a 5-star hotel with good appetizers, standout desserts, and a luxurious ambiance worth trying.",https://www.orchidcafebangkok.com/th/resourcefiles/homeimages/orchid-cafe-3.jpg
Peppina,"27/1, Sukhumvit 33, Khlong Tan Nuea, Watthana, Bangkok (enter Sukhumvit Soi 33 to the end of the alley, then turn left, the shop will be on the right) ",Pizza Italian food,"Lemon tart, pasta scoglio, Italian fried squid, Beef carpaccio, Margherita pizza",501-1000,3.9,11.30-22.30,"Reviewer 1: 
Pizza with fragrant dough and lots of toppings, Peppina, located on Sukhumvit 35, is the flagship branch, ensuring delicious quality. The fresh dough is kneaded and baked until aromatic, topped generously with high-quality ingredients. Parma ham is thin, salty, and pairs perfectly with rocket, tomatoes, and mozzarella. The pizza is enhanced with grated hard cheese and large Parmesan pieces. Parking is available for the shop group in this area.

Reviewer 2: 
Besides pizza, gnocchi is also delicious, Peppina is the go-to restaurant for pizza and Italian cuisine. At the Sukhumvit 33 branch, complimentary bread includes sourdough and pizza bread served with olive oil and balsamic, with refills available. Barbabietole, a grilled beetroot salad, offers refreshing flavors with walnuts and Gorgonzola dressing. A delightful experience in a lively evening setting.

Reviewer 3: 
Asia's 5th place didn't come as a joke, Price per person: 501 - 1,000 baht, Peppina in Thonglor is renowned for its Neapolitan pizza, ranked among the Top 5 Best Pizzas in Asia-Pacific. The authentic Italian pizza dough is excellent, with ample toppings. Parma ham is flavorful, and the calamari and fried snacks are delicious and not greasy, making it a must-try for pizza enthusiasts.",https://www.bkkmenu.com/files/2019/01/Peppina-171.jpg
Pizza Massilia (พิซซ่ามาสซิล Pizza Massilia),"15/1, Soi Ruamrudee Community Lumphini Pathum Wan Bangkok Bangkok (Opposite Ruam Rudee village)","Pizza, Italian","Burrata & Culatello Italian organic tomato sauce / Italian basil / burrata cheese /cold cut culatello from Zibello / extra virgin olive oil, Calabria Spicy Salami Italian spicy salami from Calabria / nduja Calabra (spreadable spicy salami) / fior di latte mozzarella / Italian organic tomato sauce / extra virgin olive oil /Italian basil, Tiiramisu Traditional Italian tiramisu / mascarpone / coffee / cocoa powder, Black Truffle Calzone (Massilia Signature), Spagetthi Aop & Sundried, Linguine Clams & Bottarge, Pizza Oh No, Mortadella Burrata Pizza, Rigatoni Napoli ",500-1000,4.2,11.30-21.30,"Reviewer 1: 
Favourites: Burrata & Culatello Pizza, Spaghetti Carbonara, Tiramisu. Bangkok boasts a pizza place that once ranked in the world’s top 50! True Italian flavors that feel like home for Italians. The Burrata & Culatello Pizza features a thin crust and rich taste, while the Spaghetti Carbonara is creamy and perfectly seasoned. The Tiramisu is soft, moist, and highly recommended. Discounts are available via LINE MAN for delivery.

Reviewer 2: 
Favourites: Burrata & Culatello Pizza, Parma Ham Pizza. Typically ordering delivery, today I dined in to enjoy the Italian ambiance. The Burrata & Culatello salad and Parma Ham Pizza were delicious, though the spaghetti was average.

Reviewer 3: 
Price per Person: 501 - 1,000 baht, Favourites: Meat Lover Pizza, Calamari. Parked at Pleonrudee Place, the aroma of the restaurant is enticing. The spacious shop and friendly staff create a welcoming environment. Complimentary bread with tomato dip is tasty, the Meat Lover Pizza toppings are perfect, and the calamari is crispy and well-seasoned.

Reviewer 4: 
Price per Person: more than 1,000 baht, Favourites: Rocket Salad with Sausage, Black Truffle Calzone (Massilia Signature). Known for being among the Top 50 pizza restaurants! Reserved a table to try the Black Truffle Calzone, a halfmoon pizza with an egg folded inside. The staff mixes the yolk upon serving, creating a unique experience. The meal was delightful in a beautifully decorated restaurant with convenient parking.",https://img.salehere.co.th/p/1200x0/2023/01/23/wsfecsuq2otd.jpg
Rark Authentic Thai Cuisine (ราก),"House No. 4, Pattanawet, Soi 3, Soi Pridi Banomyong 26, Khlong Tan Nuea Subdistrict, Watthana District, Bangkok",Thai,"Traditional glass noodle salad, newlyweds, Fried lotus root pork balls, Sticky rice with coconut milk, Ranjuan curry, Fried squid with chilli and salt, Sour curry 1 night, Sweet pork abd shrimp paste salad, Citrus",501-1000,4.5,16.00-22.00,"Reviewer 1: 
Authentic Thai restaurant that requires reservations before dining, Signature menu: Traditional glass noodle salad. A famous, award-winning Thai restaurant offering traditional dishes with strong flavors. The restaurant is small but not cramped, decorated in a Thai style, giving the feeling of dining at a friend's house. With many menu options, it's highly recommended for Thai food lovers to try it at least once. #FoodmasterWongnai #WongnaiThaiSpecialist.

Reviewer 2: 
The charm of Thai food, Chef Table style, is worth a try, Signature dishes: 1-night sour curry, Ranjuan curry, Tom Yum Pla Nam Khao, Multi-flavor bread, Squid fried with chili and salt, Chicken under the water, Steamed crab eggs, Fried catfish with Hong Kong chili sauce, Hot curry, Guava ice cream with chili and salt. Each dish is detailed with perfectly combined elements. The restaurant, ""Rak,"" is very difficult to book, making the dining experience feel exclusive. The charming atmosphere complements the intricacy of the dishes.

Reviewer 3: 
Thai restaurant, very difficult to book, Signature dishes: New rice with fish, sweet pork and shrimp paste salad, fried lotus root pork, traditional glass noodle salad, Ranjuan curry, grilled chicken salad with rose apple, sour curry for 1 night. After much effort to secure a reservation, a group of 7 ordered a variety of 13 savory dishes. The dining experience highlighted the restaurant's unique approach to Thai cuisine with perfectly executed traditional flavors.",https://img.wongnai.com/p/1920x0/2023/06/01/5ca1198cac9446a1bd286069a90cd102.jpg
Red Sky Restaurant at Centaragrand at Centralworld ,"4, 4/1-4/2, 4/4, Ratchadamri Road, Pathumwan, Bangkok, 10330, Thailand Bangkok (Centara Grand at CentralWorld Hotel, 55th Floor)","Rooftop, international ","ceasar salad red sky, creamy cheese cake strawberry, bread order, salmon tartare, creamy spinach, spaghetti lobstar, side dish, mojito, apple tart, tenderlion rossini",1000-2000,4,10.00-21.30,"Reviewer 1: 
Price per person: more than 1,000 baht. Red Sky Restaurant at Centara Grand at CentralWorld offers great food with a stunning rooftop view in the heart of the city, perfect for hosting friends from abroad. Located on the 55th floor, it provides a panoramic cityscape and excellent service. Highly recommend the tenderloin steak. Convenient parking is available in the hotel’s lot.

Reviewer 2: 
Price per person: more than 1,000 baht. This famous rooftop restaurant boasts a beautiful view and a bustling atmosphere. While the food is average and not particularly memorable, the wide selection of desserts, wines, and drinks enhances the experience. A nice spot for a casual evening with dining and drinking options.

Reviewer 3: 
Price per person: more than 1,000 baht. Visited for a special occasion with my boyfriend and was highly impressed by the food and service. The staff were professional, and the dishes arrived in perfect sequence for an excellent dining experience. Highlights include the imperial mojito, tenderloin Rossini, and the creamy spinach side dish. Ideal for special celebrations and romantic dinners.",https://www.centarahotelsresorts.com/centaragrand/sites/centara-centaragrand/files/styles/822x800/public/2024-09/Red%20Sky%20Bar%20-%20CGCW.jpg.webp?itok=5mHP7ZKb
Rimtalay Seafood,"Bangkhunthian-Chaithale Road, Thakham Subdistrict, Bangkhunthian District, Bangkok, Thailand, Bangkok",Seafood,"Crab meat stir-fried with curry powder, Cha-khram leaf salad, Smoked pork neck, Squid stir-fried with salted eggs, Shrimp fritters, Stir-fried river prawns with chilli and salt, Ryukyu fish egg curry,Crab egg salad, Fried sea bass with fish sauce, Crab curry powder, Steamed squid eggs with lemon",251-500,3.9,10.00-21.00,"Reviewer 1: 
Bangkok Seaside, price per person: 251 - 500 baht. #WongnaiThaiSpecialist #TalaySpecialist This area on Thian Talay Road is famous for its numerous dining options. Trying a new spot, we visited Khop Talay Seafood. Standard dishes like steamed fish with lime, stir-fried chili dishes, and fried rice were sampled to evaluate the chef’s skills.

Reviewer 2: 
Come back again, price per person: 251 - 500 baht. Signature dishes: Cha-khram leaf salad, crab meat stir-fried with curry powder, shrimp stir-fried with chili and salt. Location: Bang Khun Thian Seaside Road, right side before the three-way intersection. Reserved a private air-conditioned room for 10 people, offering a comfortable and cool dining experience. The setting isn’t exactly by the sea but by a brackish pond. Highlight dishes include dried squid (150 baht) with soft, not overly salty meat, and Cha-om leaf salad.

Reviewer 3: 
Have dinner in the sunshine. Chose this shop because its name suggested a seaside view, but it didn’t quite feel that way. Arrived past five, with the sun blazing, but the view became beautiful by six, accompanied by a cool breeze. Service was cheerful and polite. Food was average—an example is the salad with fried potatoes, which felt stale, lacking both fragrance and crispiness.",https://img.wongnai.com/p/192x192/2020/01/16/a98da6d6fbca41488c2f30f6cfbf4430.jpg
Riverside Mala,"No. 4 4/5 , Ratchadamri, Pathumwan, Pathumwan, Bangkok ",Chinese,"Grilled Fish on hot plate with mala sauce, Sichuan Style chilli oil Chicken, salted egg popcorn with chilli and salt, Riverside Dry chilli fried Chicken",500-1000,4.3,10.00-21.00,"Reviewer 1: 
Price per person: 251 - 500 baht. Favourites: Mildly spicy dry fried Mala, Collagen soup. Enjoyed the creamy collagen soup and perfectly spiced dried vegetable Mala. Took advantage of a buy 1 get 1 free promotion, getting two small bowls—one with vegetables and another with noodles, meatballs, and meat. The total cost, including service charge, was 433 baht. No dipping sauce needed, though peanut sauce was available.

Reviewer 2: 
Price per person: 251 - 500 baht. Favourites: Grilled fish on a hot plate. The lunch set included a buy 1 get 1 free Mala hotpot promotion. Focused on vegetables and collagen soup in one bowl, noodles and meats in the other. The soup was flavorful, the mala moderately spicy, and the peanut dipping sauce aromatic. Total bill was 433 baht, including the service charge, with no minimum credit card requirement.

Reviewer 3: 
Price per person: 251 - 500 baht. Favourites: Corn with Salted Egg, Mala Fragrant Pot DIY. Visited the first Thailand branch of this famous Chinese restaurant with over 140 outlets in China and Singapore, located in Central World. Opted for the Mala Fragrant Pot DIY and salted egg corn instead of the grilled fish hot plate, which seemed too large.",https://themomentum.co/wp-content/uploads/2023/07/Web_ThumbnailOA150723-960x720px.jpg
Roasted Duck Pattanakarn 50 (เป็ดย่างพัฒนาการ50),"1884, Phatthanakan Road/Phatthanakan Soi 50 entrance, Suan Luang, Suan Luang, Bangkok, Bangkok (Phatthanakan Soi 50 entrance)","Thai food, one-dish meals, Chinese food","Roast duck, Crispy pork, Roasted duck noodles in soup, Shrimp omelet rice, Roasted duck on rice,Omelet rice with chi po, Flower and grass salad, Red pork noodlesin soup, Stewed bamboo pith, Dry seafood sukiyaki",50-100,3.6,6.30-21.00,"Reviewer 1: 
Price per person: less than 100 baht. Signature menu: Roast duck on rice. 🦆 Roast duck at Phatthanakan 50 features tender meat and a fragrant, delicious duck sauce. The shop offers various options: single dishes or duck orders (small plate, half duck, or whole duck) served with jasmine rice or noodles. Crispy pork is available at 70 baht per 100 grams. Roast duck rice costs 60 baht per plate. The duck is soft, and the hot soup complements it well. However, the crispy pork’s skin is not very crispy.

Reviewer 2: 
Price per person: less than 100 baht. Signature menu: Roast duck with scrambled egg on rice, Crispy noodles with dory fish and soy sauce. A Chinese food shop specializing in roast duck, crispy pork, noodles, and wontons. Roast duck with scrambled eggs on rice costs 70 baht, featuring soft duck meat, crispy skin, and flavorful sauce. The crispy noodles with dory fish and soy sauce are also 70 baht, with thick gravy and a clear soybean flavor. Other dishes are available. Ratings: Taste 7.5, Price 7, Ingredients 7.5, Service 5, Cleanliness 7.

Reviewer 3: 
Price per person: 101 - 250 baht. Signature menu: Roast duck on rice, Kale with crispy pork. 📍Located at Phatthanakan 50, this made-to-order restaurant is well-known for its duck dishes. Roast duck on rice was tender and paired with soup. Another favorite is the stir-fried Chinese kale with crispy pork, featuring large, crispy, yet soft pork pieces. The flavors were perfectly balanced. The staff were attentive, making the experience even more enjoyable.",https://img.wongnai.com/p/400x0/2023/06/10/de7d90b4c572487b9221c3305a459d62.jpg
Saenyod WOK (แสนยอด ซีฟู้ด),"272, Rama 3, Bang Kho Laem, Bang Kho Laem, Bangkok, Bangkok (Saen Yot Seafood, Rama 3 Soi 12)","Chinese food, seafood","Roast duck, Rad Na, Crispy red duck noodles, Stir-fried shrimp balls with morning glory, Hong kong kale noodles, Shrimp in fish sauce,Whole sea bass, Oyster omelette, Grilled chicken, Shrimp fried rice ",251-500,3.8,9.30-20.30,"Reviewer 1: 
Price per person: 501 - 1,000 baht. Signature dishes: Stir-fried shrimp balls with morning glory, roast duck. This restaurant is known for its delicious roast duck, which is as tasty as any other restaurant. The roast duck is highly recommended, especially when paired with noodles. The restaurant offers a spacious parking lot and comfortable seating. While it’s located by the river, the view isn’t very beautiful. If you want a better view, it’s best to make a reservation in advance.

Reviewer 2: 
Price per person: 101 - 250 baht. Signature menu: Hong Kong Kale Rad Na. Saen Yod Seafood (Rama 3) offers a promotion of ""2 for 1."" The Hong Kong Kale Rad Na with pork is a must-try. It’s a great deal at 299+ baht, and you get a generous portion. The noodles and sauce are well-separated, and the flavor is excellent. If you prefer beef, you can substitute for an additional 11 baht.

Reviewer 3: 
Price per person: 251 - 500 baht. Signature menu: Steamed squid egg with lime. The steamed squid egg with lime from Saen Yod restaurant is fresh, bouncy, and full of eggs. It’s a sour and slightly spicy dish. The squid pieces are large, and the dish is generously portioned. Even when reheated the next day, it remains delicious.",https://www.kikkoman.eu/fileadmin/_processed_/b/3/csm_961-recipe-page-seafood-wok_desktop_ac37e9f59e.jpg
